ID,CustomerID,Product_Category,Purchase_Date,Price,Quantity,Product_Description,Country,Phone_Number,Email
1984,CUST_1984,Books,Apr 13 2024,64.3,1.0,Consider Mr quality free.,CAN,256714 6258x64152,thompsongerald@example.com
1985,CUST_1985,Furniture,2024-11-18,171.71,15.0,When scene soldier argue image.,usa,439-282-5888x54203,barbarabrown@example.net
1986,,Books,Jul 24 2024,217.73,1.0,Usually red trouble star yet call.,United Kingdom,+1-685-769-4596x379,rachael24@example.org
1987,CUST_1987,Electronics,04/06/2024,27.8,1.0,Prepare street skin.,Usa,001-834-976-0693x2930,lijeffrey@example.com
1988,CUST_1988,Books,21/10/2024,424.91,12.0,Anything thousand education mind worker back.,Canada,001-557-696-9622x929,tonyasmith@example.com
1989,,Electronics,Aug 13 2024,98.34,7.0,Right same about site sing.,United Kingdom,001 833 454 9324,jjones@example.net
1990,CUST_1990,nan,22/03/2024,366.23,9.0,"Success, perform, message, ten, effect, shoulder. - social",usa,001-589-790-1794x38562,christopherhendersonexample.net.
1991,CUST_1991,Books,Dec 31 2024,452.54,19.0,Nation wear training service hold ability.,USA,001 479 410 0549x4489,megan84@example.com
1992,CUST_1992,Grocery,Nov 06 2024,239.52,14.0,Kitchen natural rich find determine air.,CAN,784.253.6829x728,tsawyer@example.org
1993,CUST_1993,Furniture,2025-01-03,383.2,15.0,Condition lead nothing here serious her.,UK,001-913-223-9157,ymyersexample.org.
1994,CUST_1994,Electronics,2024-05-29,317.72,19.0,About weight control.,UK,001 798 782 1316x9926,hblack@example.org
1995,CUST_1995,Grocery,13/06/2024,273.11,12.0,Top gun focus girl plant.,UK,672210 7520,joshuajohnson@example.org
1996,CUST_1996,Sports,29/06/2024,164.84,4.0,Much take consider build.,UK,406 788 4558x80199,kenneth88@example.org
1997,CUST_1997,Books,Sep 17 2024,106.68,14.0,National he during.,UK,(296)584-2393x45750,ortegajohn@example.net
1998,CUST_1998,Clothing,19/08/2024,434.87,8.0,Between degree newspaper magazine record majority.,CAN,537270 1796x3108,mary30@example.org
1999,CUST_1999,Furniture,2025-02-22,314.38,14.0,Necessary first this paper.,United Kingdom,926808 8476x264,mejiadenise@example.net
2000,CUST_2000,Books,24/08/2024,308.23,9.0,"I, assume, man. - machine",UK,(831)564-9942x42948,theresa39@example.net
2001,CUST_2001,Sports,2024-08-24,64.47,,Threat best speech contain director treatment.,USA,861716 6031x3218,richardharrisexample.com.
2002,CUST_2002,Electornics,2024-09-16,208.09,15.0,"Add, Mrs, cause, whom, war, the. - role",USA,001 292 778 1410,brianlopez@example.net
2003,CUST_2003,Books,Feb 09 2025,473.01,,"Newspaper, language, such. - provide",CAN,369-924-7046,zwilliams@example.com
2004,CUST_2004,Sports,2024-04-26,48.97,17.0,Wear here physical same teacher.,United Kingdom,001 202 953 4593x801,david52@example.org
2005,CUST_2005,Furniture,2024-03-28,246.31,11.0,Far wait reveal total couple.,CAN,897804 4140x971,ymorris@example.com
2006,CUST_2006,Sports,Jan 07 2025,323.06,4.0,Major policy the.,USA,+1-907-895-7393x01776,atorres@example.org
2007,CUST_2007,Sports,2025-02-03,231.92,16.0,Hope chance term ask skin suggest.,UK,579 907 1493x72855,marilynmitchellexample.net.
2008,CUST_2008,Clothing,04/06/2024,357.33,18.0,Wrong business pattern.,United Kingdom,931.686.9300,lonealexample.org.
2009,CUST_2009,nan,16/11/2024,452.59,10.0,Forget tend huge.,Usa,001 490 913 4178x962,miguelroberts@example.com
2010,CUST_2010,nan,2024-06-28,264.29,2.0,Talk include party.,Canada,283.625.1110x2085,doughertydanielle@example.com
2011,CUST_2011,Clothing,Jun 26 2024,80.53,19.0,Listen modern push.,CAN,406.486.2141x34597,sheila48@example.com
2012,CUST_2012,Clothing,19/01/2025,472.26,11.0,Daughter way area draw.,United Kingdom,(787)434-4383x095,johnsonantonio@example.net
2013,CUST_2013,Sports,21/08/2024,45.77,14.0,Money student contain teach.,Canada,7734938462,wtaylor@example.org
2014,CUST_2014,Furniture,2024-05-18,92.62,7.0,"Them, rule, cover, remain, defense. - away",USA,+1-875-291-1626x981,danielslarry@example.net
2015,CUST_2015,Books,Aug 10 2024,380.92,13.0,Those sort some pressure.,Usa,+1-481-943-1886,juan15@example.org
2016,CUST_2016,nan,2025-02-19,277.58,13.0,Economic young significant term moment.,CAN,757.585.1434,yhayes@example.net
2017,CUST_2017,Sports,20/06/2024,24.56,9.0,Themselves news around partner truth yourself.,USA,821536 6215x8485,csilva@example.net
2018,CUST_2018,Sports,15/02/2025,344.54,6.0,North drop agency develop large century.,usa,941522 0922,kroberts@example.org
2019,,Sports,23/03/2024,153.97,3.0,"Reason, else, contain, involve, my. - million",Canada,246-247-2987x86706,emily24@example.com
2020,CUST_2020,nan,Jun 07 2024,114.15,10.0,Eat song college white seat.,CAN,886345 3979x847,morenomichael@example.org
2021,CUST_2021,Books,May 10 2024,110.89,19.0,Structure attorney picture.,Canada,943866 6542x460,susan38@example.com
2022,CUST_2022,Books,23/12/2024,404.58,11.0,Evening policy what up hot.,CAN,265875 3702x4230,daniel69@example.net
2023,CUST_2023,Clothing,02/06/2024,479.09,4.0,"Right, go, the, administration, career, only. - step",Canada,001 424 214 2551,phammatthew@example.com
2024,CUST_2024,Grocery,Jul 04 2024,252.62,15.0,"Least, score, listen. - represent",usa,223-520-2254x7055,glenda76@example.com
2025,CUST_2025,Grocery,Jun 16 2024,268.5,,Drive huge arm.,UK,712.430.1938x37510,xchaseexample.net.
2026,CUST_2026,Electronics,19/06/2024,-199.99,10.0,Material bad later win may.,United Kingdom,974877 3640,christinakeller@example.net
2027,,Electornics,2024-12-25,166.64,14.0,Executive think miss method page.,CAN,813 833 1855x855,salazarlisa@example.com
2028,CUST_2028,Electornics,Sep 14 2024,99.58,4.0,Sometimes might tax leg western box.,UK,(938)808-9482,gross@example.org
2029,CUST_2029,Electornics,Nov 14 2024,466.97,15.0,Race perform nation.,UK,587-286-4527x32811,johnsonsabrina@example.net
2030,CUST_2030,Clothing,2024-12-16,169.35,11.0,Often focus amount real treatment sign.,USA,001-827-368-1522x342,sharonthomasexample.org.
2031,CUST_2031,Clothing,2024-11-21,235.83,17.0,Social apply business beyond drug research.,Canada,2627588129,olsenlinda@example.net
2032,CUST_2032,nan,2025-01-20,381.21,11.0,When a per live.,UK,696.895.5848x91675,harrisonjeffrey@example.net
2033,CUST_2033,Books,18/04/2024,18.68,6.0,Pressure so speech minute scientist.,UK,+1-844-337-1841x078,jrodriguez@example.com
2034,CUST_2034,Sports,02/07/2024,324.09,11.0,Accept onto term attack something prepare.,usa,339.606.3878,ashleywilson@example.net
2035,CUST_2035,Clothing,2024-07-02,475.52,11.0,Situation bed suggest short low no.,Usa,325.472.8538x368,fhall@example.org
2036,CUST_2036,Electornics,May 23 2024,196.84,7.0,Reveal until rise our.,Usa,391648 9857x9154,qgordon@example.com
2037,CUST_2037,Grocery,2024-08-09,203.75,16.0,Commercial mission television key determine common.,CAN,001-586-444-9915x96304,iadams@example.com
2038,CUST_2038,Grocery,01/11/2024,413.63,19.0,"Remain, tax, teacher, large, than, eye. - current",UK,(237)876-8550x5363,watsontravis@example.com
2039,CUST_2039,Sports,2024-09-10,163.38,3.0,Relationship hospital majority line.,USA,(402)680-8668x93553,gsilva@example.com
2040,CUST_2040,Grocery,Apr 17 2024,113.78,10.0,Past both theory benefit themselves determine.,United Kingdom,201580 0997x20235,bruceromero@example.org
2041,,nan,Oct 22 2024,184.01,1.0,"Without, identify, rock, size. - half",United Kingdom,(957)570-5103x06072,christinaatkinson@example.com
2042,CUST_2042,Furniture,2024-04-23,96.76,4.0,Least draw reach why seem.,CAN,+1-750-621-7951,sethlawson@example.net
2043,CUST_2043,Sports,Dec 28 2024,37.06,9.0,Blood agree dream part market.,CAN,001-203-599-7221x460,andersonkimberly@example.net
2044,CUST_2044,Grocery,2024-06-08,203.44,19.0,"Pretty, allow, join, Congress, baby, back. - now",United Kingdom,+1 427 491 3113x87253,xgonzalez@example.com
2045,CUST_2045,Clothing,2024-12-16,284.69,,Wall actually trip amount section reality.,USA,001 227 258 2193x917,randall74@example.net
2046,CUST_2046,Sports,Oct 25 2024,443.5,5.0,Explain hope score thing author.,USA,+1-345-281-8352,elizabethfuller@example.net
2047,CUST_2047,Clothing,22/09/2024,172.46,11.0,Catch available bank job tree democratic.,Canada,+1 360 945 2776x0731,cdixon@example.org
2048,CUST_2048,Electornics,Apr 12 2024,477.01,7.0,House head hot.,UK,998-729-9156,emartin@example.com
2049,CUST_2049,Books,Sep 06 2024,442.69,,Up dog back discover.,CAN,262-975-5595,rcoleman@example.com
2050,CUST_2050,Furniture,Feb 03 2025,17.96,6.0,Activity top image should performance approach.,Canada,(801)285-7819x832,christopherpatel@example.org
2051,CUST_2051,nan,2024-06-20,332.52,14.0,"I, fire, seek, add, young. - discover",USA,+1-601-770-3692x672,nancysanchez@example.net
2052,CUST_2052,Clothing,Oct 12 2024,490.9,5.0,Maintain fire record state according according.,United Kingdom,897.709.2219,kimberlygarcia@example.net
2053,CUST_2053,Grocery,2024-03-20,492.27,1.0,Sit brother too show from.,UK,(254)667-3404,richardsmith@example.net
2054,CUST_2054,Sports,13/04/2024,433.72,14.0,Throw main population.,Canada,+1-332-823-0111,douglasnelson@example.net
2055,CUST_2055,Grocery,Oct 05 2024,276.24,11.0,Past rule total exist or.,usa,656.211.6065x327,fmartinexample.org.
2056,CUST_2056,nan,2024-05-27,352.54,7.0,"CRIME, ALWAYS, EAT, SPECIFIC, HERSELF. - FUTURE",Usa,001-868-870-1395x742,fdeckerexample.net.
2057,CUST_2057,Books,2024-06-03,444.94,13.0,"Always, trial, get, support, phone, able. - nearly",United Kingdom,265-619-7475x20634,qharper@example.org
2058,CUST_2058,Electornics,2024-09-20,231.98,13.0,AGREEMENT ENOUGH HUGE AGO RECORD DARK.,Canada,001-829-719-6178x535,pricekelly@example.org
2059,CUST_2059,nan,Jul 05 2024,52.13,19.0,Point suddenly keep imagine sign.,Usa,+1 713 696 1566x19569,riggsmary@example.com
2060,CUST_2060,Grocery,2024-06-14,313.29,4.0,Police too significant.,USA,5225243715,deanna23@example.com
2061,CUST_2061,Grocery,May 27 2024,100.37,7.0,Whole reach realize record federal.,United Kingdom,372 616 4774,jenniferashleyexample.com.
2062,CUST_2062,Sports,Aug 11 2024,421.4,5.0,Collection most fish.,usa,(683)548-3237,frose@example.org
2063,CUST_2063,Furniture,2025-01-08,108.29,18.0,Study like election.,USA,683.833.1283x135,crystalschmidt@example.org
2064,CUST_2064,Electronics,May 17 2024,38.41,18.0,Kind imagine realize now.,UK,001-759-734-8754x393,josephheath@example.net
2065,CUST_2065,Electronics,20/12/2024,56.7,12.0,Decade clear rate.,Usa,001-667-712-1135x4192,jonesearl@example.org
2066,CUST_2066,Electornics,2024-06-07,172.52,7.0,Tv nearly thing sound two.,UK,209 488 9054x86432,thomasbrenda@example.com
2067,CUST_2067,Electronics,2024-09-13,307.03,5.0,Speech deep study single.,Usa,(461)802-0345,miguel59@example.com
2068,CUST_2068,Furniture,Aug 23 2024,132.34,9.0,Region catch child involve mention finish.,USA,238878 7627x2705,gordonashley@example.com
2069,CUST_2069,Electornics,27/12/2024,457.92,15.0,"Democrat, during, of, standard, nation, population. - condition",CAN,787.923.8369,matthewgentry@example.com
2070,CUST_2070,Furniture,2024-07-20,207.51,10.0,Over service crime.,usa,+1 332 435 8227x141,eugenelopez@example.com
2071,CUST_2071,Electornics,Sep 25 2024,369.49,19.0,"Purpose, street, set, music, law. - pull",CAN,(703)314-1617,kellymckee@example.org
2072,CUST_2072,Clothing,Aug 24 2024,153.57,1.0,World large yard.,Usa,(306)992-7912,fredturner@example.org
2073,CUST_2073,Electronics,29/08/2024,83.47,7.0,"Yet, indicate, paper. - particular",UK,885.689.9345x1053,alexanderjennifer@example.net
2074,CUST_2074,nan,Jan 31 2025,122.71,15.0,Role adult majority seem beat form.,United Kingdom,422-745-2798,arnoldmichael@example.org
2075,CUST_2075,Electornics,24/08/2024,257.51,1.0,Easy change show police.,usa,001-915-319-0976x7823,robert52@example.org
2076,CUST_2076,Furniture,08/11/2024,409.21,11.0,"His, cover, computer, number, time, later. - data",United Kingdom,603-358-2237x4915,dianajuarez@example.com
2077,CUST_2077,Grocery,15/03/2024,335.35,15.0,Hot everything air drop something share.,UK,+1 904 818 1879x5224,luis45@example.org
2078,CUST_2078,Furniture,2024-11-12,334.29,10.0,Central kid treatment throw foot.,UK,727232 9611x543,adam04@example.com
2079,CUST_2079,Clothing,Feb 23 2025,235.26,,Born standard miss situation news.,United Kingdom,549.982.7656x8167,olsondeannaexample.org.
2080,CUST_2080,Books,2024-09-18,382.3,10.0,About air particularly campaign.,UK,914-415-3344,emilylowe@example.com
2081,,Grocery,2025-02-17,22.95,1.0,Notice course marriage.,UK,+1-276-724-5129x65159,william97@example.org
2082,CUST_2082,Books,2024-05-26,231.55,2.0,SUBJECT CAR MAY PURPOSE.,usa,+1 713 245 2326,cobbjoshua@example.org
2083,CUST_2083,Furniture,Apr 05 2024,439.08,1.0,Baby so adult responsibility term though.,Canada,+1 781 393 9070x6794,david33@example.com
2084,CUST_2084,Electronics,29/03/2024,374.0,7.0,WILL AMERICAN LEAVE VOTE ART TOTAL FAST.,United Kingdom,+1-506-495-5742,perezjohn@example.com
2085,CUST_2085,nan,01/01/2025,429.31,14.0,Kid front card science leave.,USA,001 781 916 9042x58149,michael65@example.com
2086,CUST_2086,Sports,26/06/2024,221.63,,May language war adult one available.,Canada,(907)757-4238,brianbell@example.com
2087,CUST_2087,Clothing,Jul 16 2024,478.73,19.0,Top chair realize two forget admit.,usa,001 672 653 1134x7836,schwartzcharles@example.net
2088,CUST_2088,Sports,18/08/2024,49.9,2.0,Whatever author several.,Canada,+1-437-979-0724x532,hickmanwalter@example.com
2089,CUST_2089,nan,2024-11-16,67.61,,Door laugh character offer.,UK,666.977.7719,blakejoshuaexample.net.
2090,CUST_2090,Furniture,Apr 01 2024,94.43,16.0,WILL JOIN WORRY HIM PUSH.,CAN,(964)910-0900x8669,coopertaylorexample.org.
2091,CUST_2091,Grocery,24/04/2024,201.43,2.0,"CAPITAL, EIGHT, NECESSARY. - LISTEN",usa,882749 7864x9243,thomassantana@example.org
2092,CUST_2092,Clothing,2024-07-15,55.81,5.0,WIND MILITARY GIVE THROW ITEM.,Canada,+1-663-680-5694x580,davidpierce@example.com
2093,CUST_2093,Furniture,06/12/2024,349.62,8.0,Military development message manage actually raise.,CAN,528-665-4629,marcushaynes@example.org
2094,CUST_2094,Books,14/02/2025,453.46,3.0,Seat discover PM.,usa,930.521.1157x564,shaunsingleton@example.com
2095,CUST_2095,Grocery,2024-07-02,417.1,4.0,Daughter participant person trial everyone.,usa,+1-932-563-4132x821,jcrawford@example.net
2096,CUST_2096,Electronics,2024-11-26,362.9,4.0,"Good, employee, rule, force, social. - floor",CAN,679765 1542x9107,thompsonmark@example.org
2097,CUST_2097,Electornics,30/11/2024,271.53,1.0,"Company, family, cut, no, form. - thousand",United Kingdom,200.742.8439x90038,thomasgeorge@example.com
2098,CUST_2098,Sports,2024-04-06,411.84,18.0,SIMPLY REGION PLACE.,United Kingdom,+1-265-777-4232x54837,blackburnfrancisco@example.net
2099,CUST_2099,Grocery,05/10/2024,334.76,7.0,Then not spring.,usa,+1-740-334-2092x3315,joshua50@example.net
2100,CUST_2100,Clothing,07/10/2024,24.05,6.0,"Often, however, five, above, amount, watch. - cause",United Kingdom,212.990.2969x37414,tbowman@example.org
2101,CUST_2101,Electronics,2024-07-30,238.14,1.0,Image able option around western.,CAN,(749)689-7361,hectorhernandez@example.org
2102,CUST_2102,nan,Sep 12 2024,373.28,14.0,Hold prevent identify news each.,USA,(677)321-8135x358,danahernandez@example.com
2103,CUST_2103,Books,Dec 26 2024,446.57,17.0,Claim level site first.,Canada,001-433-526-4866x4635,davidmiller@example.net
2104,CUST_2104,Electronics,2025-02-22,110.51,11.0,Painting now visit account mouth task.,UK,320586 6608,kevin96@example.com
2105,CUST_2105,Electronics,22/05/2024,338.02,17.0,Continue live instead report.,Canada,501247 5336x366,pclark@example.net
2106,CUST_2106,Clothing,26/12/2024,177.35,1.0,Simply office condition road me.,United Kingdom,001-939-295-3844,michaeljohnson@example.net
2107,CUST_2107,Electronics,20/11/2024,227.53,3.0,"Close, senior, something, recognize, likely, see. - enjoy",United Kingdom,+1 331 633 2385x62794,kendrarichmondexample.org.
2108,CUST_2108,Grocery,04/01/2025,461.49,6.0,"Tree, should, charge, design, ten, part. - arm",usa,+1-877-331-5692x105,kburke@example.net
2109,CUST_2109,Clothing,11/04/2024,184.72,8.0,Research claim agency half record.,USA,256-849-1231,matthewclineexample.com.
2110,CUST_2110,Electronics,2024-06-17,364.6,14.0,VALUE HIT HEAD.,Canada,2458950280,paula03@example.net
2111,CUST_2111,nan,19/10/2024,461.62,1.0,Fine explain project together maintain.,Usa,665 541 0546x040,imatthews@example.org
2112,CUST_2112,Electornics,20/06/2024,228.4,2.0,Five few culture.,United Kingdom,+1-297-466-7350x7309,valdezchristopher@example.org
2113,CUST_2113,Books,2024-04-04,405.66,6.0,"Food, popular, get, price, high. - year",United Kingdom,+1 200 518 6716x4577,vlarsen@example.org
2114,CUST_2114,Electornics,2024-10-15,49.92,10.0,Wear place take whole.,Canada,758-334-8496x20222,twebster@example.org
2115,CUST_2115,Grocery,2025-01-03,212.02,14.0,NONE THINK OR LOW.,Usa,+1-798-789-8747,shawdavidexample.net.
2116,CUST_2116,Grocery,2024-06-10,176.82,14.0,Buy property natural office lot price.,United Kingdom,+1 327 774 5026x4120,longnatasha@example.net
2117,CUST_2117,Sports,Aug 07 2024,99999.99,8.0,SOMETHING WHETHER EVERYTHING.,usa,+1-522-794-5162x1792,taylorwillis@example.org
2118,CUST_2118,Electronics,2024-08-14,125.06,2.0,"Building, woman, establish. - you",USA,664-246-7547x7885,kathryn42@example.net
2119,CUST_2119,Grocery,Feb 20 2025,47.69,8.0,Traditional him ball later.,Usa,(425)759-7350,victoria54@example.com
2120,,Books,Apr 21 2024,408.26,12.0,Big set white could leg.,UK,778-615-9756x3698,smithannexample.org.
2121,CUST_2121,Electronics,2024-10-30,103.53,16.0,"RED, EVERYTHING, INVOLVE, NORTH. - BOARD",USA,992 893 7749x31444,zjamesexample.com.
2122,CUST_2122,Grocery,May 03 2024,392.1,11.0,Recent threat now chance in foreign.,USA,874.533.1574,nicholasporter@example.net
2123,CUST_2123,Furniture,07/12/2024,279.27,12.0,Bad above take including.,Usa,841 323 2391x927,vcarter@example.com
2124,CUST_2124,nan,2024-05-31,162.05,14.0,"WRONG, OFFICE, VERY, MAYBE, GUY, VOTE. - COUNTRY",CAN,6584273988,coryjonesexample.com.
2125,CUST_2125,Electornics,2024-04-18,415.37,2.0,"Effect, beautiful, discuss, standard. - remain",United Kingdom,989-441-6450x8037,antonio39@example.com
2126,CUST_2126,nan,07/01/2025,438.88,11.0,"SIGNIFICANT, SUBJECT, GUESS, ACTUALLY. - TREE",Usa,001-609-976-5554,steelecory@example.org
2127,CUST_2127,Electornics,02/03/2024,104.5,10.0,Perhaps worker make election stage.,USA,879.909.0423x28918,michaelwilliams@example.net
2128,CUST_2128,Grocery,25/07/2024,143.65,10.0,Reality rise statement.,United Kingdom,7218889844,bbailey@example.com
2129,CUST_2129,Furniture,2024-03-30,358.31,10.0,EXPERT DRIVE SHOULD SUCCESSFUL STORY BED.,UK,982305 0467x4045,samantha33@example.org
2130,CUST_2130,Books,Mar 20 2024,152.73,10.0,Building myself soldier per together.,CAN,933-543-1915x5720,bryanhuerta@example.net
2131,CUST_2131,Electornics,27/01/2025,99999.99,15.0,ADMINISTRATION TOTAL DEVELOP.,usa,001-910-326-2003x1865,johnrodriguez@example.com
2132,CUST_2132,nan,30/12/2024,318.08,,Draw in grow take.,UK,5259655482,darryljohnson@example.org
2133,CUST_2133,nan,2025-02-20,73.12,1.0,Financial view yourself.,CAN,757997 7273,gdiaz@example.org
2134,CUST_2134,Furniture,Jun 28 2024,478.45,11.0,Success space real building.,CAN,335825 8199x2588,michael64@example.com
2135,CUST_2135,Sports,2024-10-13,472.07,18.0,Bag red contain contain finally office.,CAN,975249 4999,velezregina@example.org
2136,CUST_2136,Electornics,2024-06-27,29.84,1.0,"Hair, claim, impact, member. - scientist",Canada,+1-683-965-0550x4875,mccallmathew@example.net
2137,CUST_2137,Electornics,Sep 03 2024,32.56,16.0,Sort stuff scientist court rather way.,Usa,426.275.2763,jonesmiguel@example.org
2138,CUST_2138,Electornics,Feb 11 2025,286.46,19.0,"Ask, trouble, western. - foreign",United Kingdom,684.627.8439x5446,jkeller@example.net
2139,CUST_2139,Clothing,2024-05-15,462.99,16.0,"With, minute, girl, dog, clearly. - phone",usa,+1-363-433-3526x2185,james83@example.net
2140,CUST_2140,Clothing,24/06/2024,342.1,5.0,Arrive check help.,UK,575-925-5295,thomas63@example.net
2141,CUST_2141,Sports,2024-09-26,355.18,,"Lead, board, game, source, hard. - treatment",usa,518.633.4255x7083,gjacksonexample.net.
2142,CUST_2142,nan,Mar 25 2024,408.96,13.0,Else space order suffer debate write.,usa,577-744-2983,danieldavis@example.com
2143,CUST_2143,Electronics,2024-11-21,273.53,6.0,"Bit, week, manage, green, however. - business",Canada,001-966-893-5805x03184,ynolan@example.net
2144,CUST_2144,nan,2025-02-08,44.76,14.0,Or test quickly provide election generation bar.,Canada,434.651.3473x7938,mallorycrawford@example.org
2145,CUST_2145,Clothing,Mar 27 2024,475.01,17.0,"General, piece, take, international, song, firm. - admit",United Kingdom,949750 4436x4776,hlambert@example.org
2146,CUST_2146,Books,Aug 22 2024,241.6,19.0,"Threat, professional, area. - expert",CAN,823 785 2654,hayesrebecca@example.com
2147,CUST_2147,nan,2025-02-05,386.3,1.0,Wrong amount business power cover.,United Kingdom,709 794 2037x46650,yboyle@example.com
2148,CUST_2148,Electronics,31/10/2024,256.32,14.0,"Center, their, interest, like, loss, role. - better",CAN,+1 419 758 2793x2237,christina62@example.org
2149,CUST_2149,Clothing,Nov 19 2024,268.0,2.0,PROFESSOR CHECK PRETTY STRONG HOPE.,CAN,5529258073,christyhendrixexample.net.
2150,CUST_2150,nan,2025-02-13,124.31,15.0,Three of again.,Canada,673.564.6725x39055,susanbeck@example.net
2151,CUST_2151,Furniture,2024-09-28,299.34,,Since politics anything yard.,USA,756.945.8915x8555,robert88@example.org
2152,CUST_2152,Electronics,14/09/2024,251.75,2.0,Receive about lose consumer source economy.,United Kingdom,(993)477-3640,katie06@example.com
2153,,Electornics,21/05/2024,241.84,,Range style usually however kitchen.,CAN,969 279 3296x139,chavezgina@example.org
2154,CUST_2154,nan,Apr 05 2024,315.35,15.0,Into short still manager.,usa,001 333 237 8414x776,tiffanyhaynes@example.net
2155,CUST_2155,Sports,Jul 20 2024,31.34,8.0,Word once system sit.,CAN,(945)859-4417,zhernandez@example.net
2156,CUST_2156,nan,Feb 08 2025,99999.99,9.0,Bill since music best prevent talk.,UK,446-314-1391x021,bairdbenjamin@example.net
2157,CUST_2157,nan,Nov 23 2024,454.84,12.0,Wrong growth training.,Usa,001 661 792 2408x27536,nicholas09example.com.
2158,CUST_2158,Grocery,07/03/2024,18.44,10.0,Have buy central support nearly.,UK,001-900-289-9315x2019,haynesadam@example.com
2159,CUST_2159,Clothing,Jan 29 2025,257.59,9.0,DAY DEBATE TOO ALLOW.,Canada,5708825310,kguerrero@example.org
2160,CUST_2160,nan,25/02/2024,417.17,19.0,"About, address, far, training, let. - support",Usa,001-418-415-8515x52182,rodriguezevelyn@example.net
2161,CUST_2161,Clothing,May 11 2024,392.05,17.0,"Attack, four, just, nation, song. - voice",Usa,3275622508,lopezmaria@example.net
2162,CUST_2162,nan,Nov 26 2024,19.1,8.0,"Exist, table, plant. - art",United Kingdom,785.740.8721,edwardhall@example.net
2163,CUST_2163,Sports,Apr 15 2024,193.12,17.0,East future authority place we.,CAN,001 740 555 6810x2879,cgarza@example.net
2164,CUST_2164,Electornics,02/02/2025,164.65,8.0,Leg father stuff prepare.,USA,482 369 9850x878,ftorres@example.org
2165,CUST_2165,Electornics,2024-03-27,36.49,4.0,Draw process Democrat three.,United Kingdom,669-996-7999,kwilcox@example.net
2166,CUST_2166,Clothing,2024-07-07,136.01,10.0,Also mouth piece collection.,United Kingdom,346-687-6828,browndeborah@example.org
2167,CUST_2167,Sports,10/11/2024,439.38,,"Fast, training, note, indeed, law, human. - early",United Kingdom,756.882.6932x35622,ipetersen@example.org
2168,CUST_2168,Electronics,24/02/2024,488.27,18.0,Small her coach.,CAN,001-386-518-3748x3410,mendezemily@example.org
2169,CUST_2169,Electronics,Jun 06 2024,289.04,12.0,Campaign try first high.,usa,658641 5120,tquinn@example.net
2170,CUST_2170,Electronics,2024-03-19,322.26,14.0,Argue significant every by.,United Kingdom,298626 3581x879,ehart@example.org
2171,CUST_2171,Sports,2024-10-24,233.07,5.0,Sometimes system behavior.,CAN,359621 5910,ramosthomas@example.net
2172,CUST_2172,Grocery,Feb 21 2025,303.79,18.0,"Piece, away, third, maintain, especially, off. - girl",Canada,001 454 646 9414x7963,millerjamie@example.net
2173,CUST_2173,Furniture,2024-04-30,260.24,1.0,STORE EMPLOYEE WORRY USUALLY TOTAL PICK.,USA,+1 218 805 6599x8477,rochacaitlyn@example.org
2174,CUST_2174,Books,Dec 30 2024,439.54,16.0,Animal voice career station.,usa,648 534 4296,elizabeth84@example.org
2175,CUST_2175,Grocery,Apr 24 2024,405.19,9.0,"Letter, remember, PM, site. - population",Usa,701.717.6640x114,andreaclark@example.org
2176,CUST_2176,Furniture,24/04/2024,393.01,19.0,Congress recognize guy trial mind.,United Kingdom,(442)995-5370,cjohnsonexample.org.
2177,CUST_2177,Clothing,12/05/2024,169.46,14.0,"Chance, building, company. - heavy",usa,+1-246-656-2036x0592,tmontgomery@example.net
2178,CUST_2178,Electronics,2024-06-23,183.21,9.0,"Six, long, huge. - cold",usa,001 207 523 8298x27260,dmitchell@example.com
2179,CUST_2179,Clothing,Sep 15 2024,369.47,,Wait statement expert land like.,CAN,762 889 6526x259,oneillrobert@example.org
2180,CUST_2180,Electornics,Jul 22 2024,215.45,13.0,"Shoulder, which, should. - quality",United Kingdom,9919470642,karen59@example.com
2181,CUST_2181,Grocery,06/01/2025,469.45,,THANK POLICY AUTHORITY EXPERIENCE PER.,CAN,630-525-8497x91075,scott84@example.net
2182,CUST_2182,nan,Dec 11 2024,333.05,9.0,He happen how resource away.,Canada,7198081113,millermark@example.org
2183,CUST_2183,Books,16/02/2025,339.87,9.0,IF REFLECT COMMON.,Canada,352-685-9212x4472,hortontheresaexample.org.
2184,CUST_2184,Clothing,2025-02-11,19.62,7.0,"Long, clearly, stay, kid, find. - radio",Canada,3633152962,samanthabriggsexample.org.
2185,CUST_2185,Electornics,2024-11-28,246.29,3.0,"Employee, medical, view, development, any, resource. - century",Canada,505262 5960,fleminggeorge@example.org
2186,CUST_2186,nan,15/06/2024,224.72,3.0,Could name culture knowledge.,CAN,+1-574-835-5886x40657,courtney42example.com.
2187,CUST_2187,Sports,Sep 23 2024,333.69,4.0,Few indicate shoulder station close up.,USA,245.618.7628x478,markmunoz@example.net
2188,CUST_2188,nan,2024-10-05,108.87,5.0,STILL CENTER CHECK.,CAN,4954103814,sara37@example.org
2189,CUST_2189,Electronics,Jul 10 2024,150.65,10.0,Public early church return daughter compare.,United Kingdom,691.555.3070x06290,mjacobson@example.com
2190,CUST_2190,Books,Oct 24 2024,473.97,18.0,"Oil, several, quickly, positive, themselves, that, along. - center",USA,998762 8635,lmoore@example.com
2191,CUST_2191,Clothing,2024-09-13,292.08,,South choose my success voice soon.,USA,657.984.6208,jamiehill@example.net
