CitizenID,Name,BirthDate,Nationality,Address,VotingStatus,PassportNumber,TaxID,MaritalStatus,CriminalRecord,EducationLevel,Income,ImmigrationYear
CIT_3042,Ryan Wells,1964-07-06,America,"9383 Mendoza Wall, West Philip, GA 47174",Y,B39791218,TAX-3042-31,Single,Yes,HS,79536.26,
CIT_3043,Kendra Wallace,1995-11-07,Bharat,"082 Edward Islands, East Zacharytown, CA 65933",N,271868664,TAX-3043-87,Single, ,High School,145082.07,
CIT_3044,Dylan Gilmore,1995-01-07,Bharat,"57307 Alicia Meadow; South Justinbury; VI 65839,",No,K93153911,TAX-3044-86,Married,Yes,High School,37903.67,1994.0
CIT_3045,Alicia Green,1994-08-22,India,"56816 Danny Estate Apt. 347, South Kyle, MP 04613",N,Y76113168,,Unknown,No,Bachelors,139201.67,
CIT_3046,Michael Jones,2004-03-23,FR,"84438 Brooks Parks Apt. 382, South Jenniferborough, AR 26731",Y,120104534,,Widowed, ,Bachelors,86909.47,
CIT_3047,Jose Obrien,1964-05-08,FR,"77556 Martin Route Suite 237, East Rachel, DC 88512", ,H87932034,,Married, ,PhD,84167.92,
CIT_3048,Mr. Xavier Smith DDS,1965-03-22,America,"88585 Steven Ridge, Bryantton, CO 18241",Registered,978444949,TAX-3048-40,Widowed,Pending,Doctorate,114162.96,
CIT_3049,BRITTANY VASQUEZ,1946-03-23,France,"1998 Peter Keys, Lake Deborah, MP 79197", ,INVALID_hot,TAX-3049-29,Divorced,Yes,High School,142986.48,1940.0
CIT_3050,Julia Zavala,1980-02-20,India,"941 Willis Union; East John; MD 60957,", ,INVALID_various,TAX-3050-19,Unknown,No,PhD,79084.66,
CIT_3051,Bradley Haley,2001-12-12,IND,"040 David River Suite 840, North Joseph, KS 51885",Y,B90911836,TAX-3051-63,Unknown,No,Doctorate,77424.0,1974.0
CIT_3052,ANNA ROGERS,1982-13-32,France,"993 Mora Highway Apt. 182, Wendymouth, NE 80479", ,055256268,TAX-3052-57,Divorced,No,Doctorate,102143.08,2018.0
CIT_3053,Christopher Jackson,1969-06-11,Bharat,"909 Catherine Loop, Lake Samuelton, MD 92629",No,Y31525345,TAX-3053-40,Unknown,Yes,Doctorate,34218.02,
CIT_3054,KRISTY ESTRADA,1970-05-26,France,"90329 Amy Inlet, East Phillipchester, DC 34439", ,INVALID_become,TAX-3054-44,Widowed,None,PhD,14822.67,
CIT_3055,Lisa Duncan,1954-09-17,India,"53500 Ali Isle, Ambertown, TN 82359",No,INVALID_forget,TAX-3055-72,Widowed,No,PhD,67977.74,
CIT_3056,Glenda Young,1973-04-01,France,"898 Jonathan Spurs Suite 518, Herreraview, IA 81691",No,INVALID_reason,TAX-3056-96,Divorced,No,HS,91644.55,
CIT_3057,Peter Andrews,1949-07-06,FR,"0688 Ray Pines Suite 763; South Rachel; DE 16615,",No,914796104,TAX-3057-52,Married,No,HS,115083.54,
CIT_3058,Michele Conrad,1946-07-01,France,"1249 Kimberly Inlet, New Barry, WA 92700",Y,INVALID_senior,TAX-3058-62,Divorced,Pending,HS,103766.6,
CIT_3059,SHAUN MAXWELL,1988-03-10,France,"PSC 6785, Box 6275, APO AE 87665",N,F00606557,TAX-3059-39,Widowed, ,Masters,17032.9,2015.0
CIT_3060,THOMAS GONZALEZ,1941-01-01,IND,"USNS Quinn, FPO AE 00933",N,K36605104,TAX_3060_26,Unknown,Pending,PhD,138209.41,
CIT_3061,YOLANDA HARRIS,1956-03-23,FRANCE,"664 Tanya Row Apt. 170, Andrewstad, MA 75297",Yes,INVALID_particularly,,S,No,HS,98651.96,1990.0
CIT_3062,Yesenia Moss,1948-02-20,FR,"220 Wells Prairie Suite 925, Lake Fernandohaven, ID 44344",No,E74330223,TAX-3062-84,Unknown,None,Masters,46510.99,
CIT_3063,David Bishop,1970-01-09,America,"9275 Parker Ferry Apt. 629, Willishaven, GA 52248",Yes,INVALID_near,TAX-3063-62,S,Yes,Doctorate,63441.11,
CIT_3064,KAYLA ROBINSON,1947-08-02,India,"467 Miller Cliff Apt. 838, Wintersmouth, ID 79853",Registered,INVALID_yes,TAX-3064-21,S,No,Masters,47842.77,
CIT_3065,KRISTINA GOLDEN,1941-10-09,Bharat,"6149 Thomas Radial Suite 007, East Deborahfurt, SD 14245",N,X32766873,,Unknown, ,Masters,149208.73,1974.0
CIT_3066,JASON GONZALEZ,1936-08-27,America,"27590 Fisher Dam; New Alicia; GA 17437,",No,555633348,TAX-3066-02,Unknown,None,HS,28259.15,
CIT_3067,William Moore,1959-11-02,United States,"639 Soto Flats Apt. 921, West Charles, CO 64214",Y,934660589,TAX-3067-18,S,None,Doctorate,54729.76,
CIT_3068,CHRISTOPHER MOONEY,2003-10-28,India,"423 Gomez Divide, Garciamouth, MA 56807",No,873183662,TAX-3068-85,S, ,Masters,41287.96,
CIT_3069,KRYSTAL MOORE,1978-03-08,America,"672 Prince Rest; Briannamouth; NH 73437,",Yes,361051351,TAX-3069-27,Widowed, ,Doctorate,30095.88,
CIT_3070,Lauren Williams,1943-10-11,Bharat,"40775 Calvin Rapid, Lake Craig, NY 23668",Yes,048307130,TAX-3070-02,Divorced,Pending,Masters,32405.24,
CIT_3071,Wendy Turner,1995-03-27,US,"531 Streeteven Forge Suite 792; Jessicaburgh; TX 72070,",Registered,985055897,TAX-3071-64,Single,Yes,HS,38548.12,
CIT_3072,BETH WILLIAMS,1975-12-09,FRANCE,"3325 Rose Lakes Apt. 557, Westshire, MI 17531", ,093010301,,Widowed,Pending,PhD,148248.69,
CIT_3073,James Mitchell,1940-06-30,America,"4346 Richardson Bridge; West Danielle; GA 32594,",N,N57152115,TAX-3073-92,Single,Yes,HS,36388.22,
CIT_3074,JESSE PALMER,1971-12-04,FR,"69512 Chavez Heights Apt. 413, Maryfurt, MN 83789",N,INVALID_energy,TAX-3074-81,S,Pending,PhD,133965.95,1997.0
CIT_3075,Ashley Carter,1952-02-24,USA,"944 Gonzalez Square Apt. 651; Catherinemouth; FM 60041,",N,INVALID_over,TAX-3075-22,Divorced, ,High School,132957.54,
CIT_3076,Karen Wilson,1973-02-09,France,"8362 Maddox Course Suite 029, Lopezstad, MT 33229",No,INVALID_contain,,Unknown,No,PhD,107419.28,
CIT_3077,David Fry,2000-09-04,Bharat,"85830 Eileen Ports; Port Andrewview; TX 31324,", ,INVALID_available,TAX-3077-48,Divorced,No,Bachelors,118312.74,
CIT_008,Catherine Fernandez,1980-02-03,United States,"980 Zimmerman Vista Suite 667; West Rachel; NC 07888,",No,M85249729,TAX-3078-53,Unknown,Pending,Masters,121603.23,
CIT_3079,Teresa Cox,1935-01-16,America,"4339 Sanchez Glen Suite 540; New Deniseport; SC 75438,",Yes,321297689,TAX_3079_54,Widowed,No,High School,36686.8,
CIT_3080,Russell Cooper,1947-01-18,FRANCE,"392 Peter Causeway, New Martha, NY 08461",Y,INVALID_would,TAX-3080-56,Unknown,Pending,PhD,58523.47,
CIT_3081,MARY MORA,1972-09-01,IND,"154 Robert Ferry Suite 763, Kellyborough, NC 20910",No,N59589909,TAX-3081-94,Single,Pending,PhD,117492.0,
CIT_3082,MICHAEL WATSON,1957-03-23,America,"220 Hernandez Burg Suite 218, West Brittany, GA 97762",N,770166239,TAX-3082-53,Married,No,HS,133330.3,
CIT_3083,Brendan Rodriguez,1936-02-25,India,"22727 Wang Lock; South Scott; WA 15327,",Yes,X26264106,TAX_3083_45,Single,None,Bachelors,79012.39,1992.0
CIT_3084,JONATHAN KELLEY,1954-01-01,USA,"Unit 8219 Box 0562; DPO AA 85984,",Yes,V38332685,TAX-3084-00,Unknown,Yes,HS,59362.21,
CIT_3085,JESSICA FITZGERALD,1938-01-28,FR,"Unit 8119 Box 2248, DPO AA 39136", ,887763919,,Widowed,Pending,PhD,24766.88,
CIT_3086,LAURA HOBBS,1988-01-09,Bharat,"2904 Jimenez Glens; Lake Jennifer; OH 79498,",No,072753444,TAX-3086-85,Married,Pending,HS,145521.94,
CIT_3087,Amanda Wang,1964-03-03,India,"USNV Jones, FPO AP 09446",N,INVALID_should,,Married,None,Bachelors,34004.6,
CIT_3088,Dana Scott,1942-02-11,United States,"247 Samuel Forges Suite 145; West Dalton; MS 41432,",N,541033010,TAX_3088_31,Married,Yes,Bachelors,142972.6,
CIT_3089,COURTNEY WILSON,1975-08-01,FR,"9809 Kelli Wells, North Luisshire, WY 21926",Y,419415748,TAX-3089-39,Divorced,No,Doctorate,35830.73,1973.0
CIT_3090,April Howard,1975-06-29,IND,"4093 Makayla Park Apt. 753, Charlesbury, NY 47201",Y,471310861,TAX-3090-59,Unknown,Yes,Masters,100457.64,1968.0
CIT_3091,CINDY ROBINSON,1967-05-19,FRANCE,"087 Michael Estate, Isaiahtown, MO 28501",Y,T25957867,TAX-3091-34,Widowed,Yes,PhD,42464.63,
CIT_3092,Ashley Miller,Apr 27 2019,FR,"303 Scott Ville; Lake Jeremyshire; MA 29937,",No,447811552,TAX-3092-99,Widowed,No,Masters,63532.44,
CIT_3093,Paul Howard,2002-06-08,IND,"9583 Foster Mountains, Rebekahview, OK 49689",Yes,INVALID_floor,TAX-3093-84,Single, ,HS,86850.91,
CIT_3094,Anthony Robertson,1988-10-09,FRANCE,"49542 Rojas Field Apt. 945; East Peter; ND 99040,",Y,539923001,TAX-3094-71,Single,Yes,HS,102092.02,
CIT_3095,Stephen Moore,1945-10-22,Bharat,"733 Richardson Rapid Apt. 342; Port Kara; VA 21324,",N,F46148457,TAX-3095-93,Widowed,None,PhD,83650.08,
CIT_3096,Donald Jones,1960-10-28,Bharat,"4591 York Springs; Port Kendraport; MP 81910,",Yes,Z72569859,TAX-3096-52,Divorced, ,Masters,23628.12,
CIT_3097,VERONICA KELLEY,Mar 16 1974,India,"33098 Kevin Trace, North Stephanie, WV 59891", ,I64808525,TAX-3097-26,S, ,PhD,27987.54,1957.0
CIT_3098,ELIZABETH GIBBS,2005-06-21,FR,"9275 Timothy Views Suite 029, Christineland, NH 02203",N,H79970582,TAX-3098-94,S, ,Masters,76400.78,
CIT_3099,Lisa Evans,1948-12-28,FRANCE,"537 Bennett Forge Apt. 800; Jacquelineland; PW 74303,",Y,INVALID_little,TAX-3099-75,Married,Pending,Doctorate,45330.49,
CIT_3100,Mark Gonzalez,Dec 25 1981,FR,"5673 Jones Views Suite 970; Port Jessicastad; KS 35299,",N,622516247,TAX-3100-46,Divorced,No,Masters,63261.46,
CIT_3101,Steven Mcgrath,1975-05-28,US,"156 Stephens Terrace, Port Dennisshire, GU 83272",Registered,INVALID_available,,Unknown, ,High School,15427.65,
CIT_3102,KIMBERLY HERNANDEZ,1962-01-23,India,"6721 Clark Way, West Michaelbury, NV 33059",N,330975532,TAX-3102-52,Widowed, ,High School,14912.26,
CIT_3103,Robert Perkins,1972-07-30,Bharat,"9938 Pearson Camp Apt. 985; Westview; PA 86314,",Yes,Z83145497,TAX_3103_91,Divorced,Pending,PhD,65541.5,
CIT_3104,Elizabeth Palmer,1974-12-29,France,"PSC 6289, Box 6324, APO AP 21744",N,510106184,,Single, ,PhD,14494.86,
CIT_3105,Brian Escobar,1973-12-29,Bharat,"91039 David Underpass, Freemanbury, MI 71890", ,198769125,TAX-3105-44,Widowed,Yes,HS,112343.92,
CIT_3106,JAY MARTIN,1990-03-09,FR,"Unit 4889 Box 3882; DPO AA 04650,",Y,P38326822,,Married, ,Bachelors,16861.71,
CIT_3107,DENISE WILLIAMS,1969-02-22,United States,"0231 Tonya Lodge Suite 532, South Kerry, NE 94525", ,INVALID_young,TAX_3107_80,S,No,PhD,42669.24,
CIT_3108,RYAN GONZALEZ,1963-10-15,US,"6022 Tyler Mountains Apt. 103, New Nicolefort, GA 58349",Yes,INVALID_TV,TAX-3108-81,Married,No,Masters,149559.48,
CIT_3109,Melanie Cardenas,1968-02-12,France,"33487 Ashley Pine, East Amyfurt, NJ 75441",Registered,INVALID_image,TAX-3109-00,Divorced,No,Doctorate,13490.32,
CIT_3110,MR. TIMOTHY SINGLETON PHD,1939-02-07,IND,"738 Elizabeth River Suite 319; Estradafurt; OH 77306,",Y,934337403,TAX_3110_33,S,Yes,Masters,138662.69,
CIT_3111,Jason Rodriguez,1942-07-23,FRANCE,"0614 Gilmore Fort, East Cathy, AS 96858", ,B85501056,TAX-3111-16,Widowed,Yes,Doctorate,68460.21,
CIT_3112,Gary Chavez,1945-12-09,India,"4562 Brenda Hills Suite 844, Taylorburgh, PW 79411",No,INVALID_price,,Widowed,None,PhD,63892.68,
CIT_3113,MICHAEL HARRIS,1959-10-28,FRANCE,"736 Jasmine Springs Apt. 304, New William, MA 08327",Y,450117323,TAX-3113-19,S,Pending,Bachelors,84067.13,
CIT_3114,Sandra Whitaker,1964-02-10,FRANCE,"8604 Rogers Highway, East Jenniferburgh, NE 39670",Registered,301159049,TAX-3114-34,S,Yes,High School,26394.63,
CIT_3115,Robert Brown,1954-03-20,France,"PSC 4677, Box 1116, APO AE 53487",Yes,149000970,TAX_3115_60,Single,No,High School,25889.65,
CIT_3116,Kylie Hubbard,1991-04-15,United States,"89491 Roman Rue Suite 957, Meaganmouth, MS 01929", ,172731387,TAX-3116-68,Single,No,Masters,129483.77,
CIT_096,Pamela Richardson,1945-02-27,FR,"6290 Jennifer Key, Rodriguezburgh, MS 80394",Y,246722667,TAX_3117_84,Married,No,Masters,117853.59,1943.0
CIT_3118,STEVEN HARTMAN,1995-09-09,IND,"547 Christian Village, New Kristinberg, MO 95615", ,N26665309,TAX_3118_84,Single,No,HS,90795.69,1995.0
CIT_3119,SCOTT BERG,1964-09-06,IND,"527 Jeremy Crest Apt. 560, North Lucasborough, TN 15734",N,E44277513,TAX_3119_82,Married,Yes,Doctorate,26263.3,
CIT_3120,Kara May,1969-10-01,India,"36147 Rivera Forest Apt. 343, Nathanielfurt, ID 33299",Y,506644870,TAX-3120-56,Divorced,Pending,High School,147984.31,
CIT_3121,Dr. Jason Jackson MD,1950-02-18,US,"42748 Linda Court Apt. 060, Brendashire, TX 59694",No,U78208317,TAX-3121-96,Widowed,No,HS,123674.04,
CIT_3122,SABRINA CUEVAS,1970-07-03,FR,"274 Mcintosh Ports; Judyside; NV 13669,", ,628033183,,Single,Pending,Masters,79330.14,
CIT_3123,CHRISTOPHER RHODES,1951-05-13,US,"29589 Richard Forges Suite 128, East Francis, UT 55161",Y,T27717223,TAX-3123-24,Widowed,None,Masters,63830.24,
CIT_3124,Jason Sanders,1956-06-17,FRANCE,"USCGC Coleman, FPO AA 30150", ,INVALID_fill,TAX_3124_84,Married,No,PhD,122726.27,
CIT_3125,JESSICA GOMEZ,1951-06-11,India,"PSC 8809, Box 5126, APO AP 67529",Yes,333287059,TAX_3125_73,Unknown,Pending,HS,146354.22,
CIT_3126,Lisa Brown,1983-09-24,America,"0187 Robinson Neck Suite 256, Port Danielle, ND 37160",Registered,101499474,TAX-3126-90,Divorced, ,Doctorate,112694.98,
CIT_3127,Mary Dickson,1994-12-31,FR,"5518 Amy Estates Apt. 151, Ericaburgh, WV 53242",N,E06704965,TAX-3127-53,Married,No,Bachelors,68573.79,
CIT_3128,KRISTIN CARSON,1957-09-21,FR,"PSC 2576; Box 7584; APO AA 76086,",Yes,K39231733,TAX-3128-43,Single,None,Masters,108045.96,
CIT_3129,HEATHER HAYES,1967-01-03,IND,"89394 Nicole Plaza Suite 016, Christinefort, CA 72879",Registered,F43790002,TAX_3129_46,Divorced,None,PhD,22910.07,
CIT_3130,Thomas Griffin,1981-03-04,India,"1416 Kelly Villages Apt. 086, Charlesfort, TX 79223",Yes,415769245,TAX-3130-79,Divorced,Yes,PhD,108609.36,2006.0
CIT_3131,Brenda Rowland,1950-05-24,America,"044 Amy Harbor; North William; ME 02501,",Y,S05443123,TAX-3131-02,Single,Yes,Bachelors,86030.01,
CIT_3132,Christine Williams,2002-02-25,India,"73604 Boone Stravenue, Claudiaberg, KS 42863",Yes,INVALID_plan,TAX_3132_09,Married,Yes,Doctorate,37219.85,
CIT_3133,Ronald Barr DDS,1948-06-01,United States,"775 Lamb Squares Suite 517, East Timothy, SC 91883",Yes,INVALID_least,TAX-3133-08,Divorced,Yes,HS,104823.32,
CIT_3134,ANGEL SIMS,1988-07-07,Bharat,"4396 Gonzalez Parkways, East Kylefort, KS 04215",Yes,INVALID_plant,TAX-3134-08,Unknown,Pending,Doctorate,25778.8,
CIT_3135,Danielle Hester,1961-07-15,USA,"175 Ramos Rue, Garrettfort, PR 19223",Y,711863320,TAX_3135_98,S,None,High School,137785.92,
CIT_3136,MARCO CARTER,2000-05-09,US,"063 Austin Alley Apt. 337, Rileyfurt, MD 84712", ,196486740,TAX-3136-53,Unknown,Pending,Masters,16664.23,
CIT_3137,Kristen Peterson,Oct 27 2016,United States,"63726 Alyssa Lodge Suite 218, Laurenshire, MD 98613",N,I23359891,TAX-3137-29,Single,None,PhD,72886.77,
CIT_3138,MICHELLE VINCENT,1985-02-08,France,"0999 Trevor Coves; Branchmouth; FM 45752,",Y,H84352259,TAX_3138_71,Divorced, ,High School,98258.22,
CIT_3139,KEVIN STEPHENS,1994-04-17,France,"1194 Cunningham Brooks, South Jonathan, FL 75536",Registered,INVALID_foreign,,S,Pending,Bachelors,96828.49,1969.0
CIT_3140,Ashley Rivera,1941-05-14,Bharat,"93916 Brandon Circle, Sanchezmouth, ME 20368",Yes,939187454,TAX_3140_62,Single,Yes,High School,96031.51,
CIT_3141,Shane Sharp,1996-03-08,France,"23894 Linda Fork Suite 025, East Emily, VT 39886",Yes,INVALID_about,TAX-3141-76,Divorced,No,Bachelors,125789.5,
CIT_3142,Matthew Grant,1981-01-19,America,"76669 Riggs Circle Suite 637; West Mary; IN 95534,",Yes,INVALID_instead,TAX-3142-12,Divorced,None,HS,14131.9,
CIT_3143,SYDNEY DOWNS,1942-13-32,FRANCE,"789 Rollins Ports, Lake Sharon, AR 14386",Yes,658202110,TAX-3143-90,Widowed,Yes,Bachelors,81579.85,2010.0
CIT_3144,Jennifer Cherry,1935-09-13,India,"9126 David Gardens Suite 534; Hayesland; WV 56444,", ,INVALID_whatever,TAX-3144-89,Married,No,Masters,129327.85,
CIT_3145,Heather Alvarez,Jun 26 1987,FRANCE,"PSC 7387, Box 6674, APO AA 57033",Y,INVALID_billion,TAX-3145-51,Married, ,High School,17601.86,
CIT_3146,Jessica Golden,1980-07-09,FR,"9877 Dickerson Greens, Schultzville, AK 65664",Y,012601962,TAX-3146-23,Unknown,Yes,Doctorate,128266.37,
CIT_3147,GINA LOVE,1960-05-16,US,"485 Christopher View Apt. 379, Lake Marc, DE 90344",Yes,067754666,,Married,No,Bachelors,129344.6,
CIT_3148,Nancy Freeman,2006-11-20,FRANCE,"Unit 2526 Box 5176, DPO AP 72183",Yes,079466021,TAX-3148-73,S,None,Masters,122657.48,1992.0
CIT_3149,ALLISON CARTER,1990-03-07,FRANCE,"80899 Horn Lakes, North Jessicaview, WV 07413",N,INVALID_once,TAX-3149-77,Divorced,Yes,PhD,100241.71,
CIT_3150,Mrs. Danielle Choi,1998-08-19,FRANCE,"77358 Lane Drive, East Michael, OR 33409",N,H34446900,TAX-3150-69,Widowed,No,PhD,129841.78,
CIT_3151,Eric Grimes,1969-12-12,France,"815 Mills Groves; Morganchester; ND 27528,",Yes,G38421506,TAX-3151-73,Single,No,HS,12041.74,
CIT_3152,Brian Williams,1980-03-13,France,"Unit 3459 Box 2486; DPO AA 68442,",No,966350171,TAX-3152-01,Unknown,Yes,Bachelors,97494.29,
CIT_3153,Kyle Perez,1997-07-30,America,"PSC 3564; Box 0492; APO AA 56625,",N,F52985116,TAX_3153_37,Single,No,Bachelors,87069.84,
CIT_3154,Kathryn Jennings,2003-04-03,France,"403 Estrada Streetation Apt. 318; Smithberg; NJ 49178,",Y,P18051197,TAX_3154_55,Single,No,HS,148025.02,1952.0
CIT_3155,MICHEAL ROACH,1966-05-09,United States,"802 Elizabeth Shoal, New Christopherberg, MP 50168",Registered,461724659,,S,No,Doctorate,84901.21,
CIT_3156,Tyler Gonzalez,1957-06-28,IND,"18699 Vance Causeway Suite 600, Port Richardchester, AS 99902",Y,INVALID_news,TAX-3156-36,Unknown,Pending,PhD,61906.75,
CIT_3157,Monica Walsh,Jul 05 1971,FRANCE,"247 Molly Mill, West Loganbury, MA 06337",N,618484093,TAX-3157-78,Widowed,Pending,High School,25453.59,
CIT_3158,TIM WALKER,1971-01-21,India,"1564 Matthew Mount, New Deborah, GU 65079", ,INVALID_explain,TAX-3158-24,S,Yes,Masters,74479.1,1999.0
CIT_3159,Debra Marshall,2001-05-27,France,"6062 Jennifer Ports Suite 992; West David; MP 83238,",Yes,786324040,,S,None,Masters,128659.6,
CIT_3160,Melinda Payne,1951-02-09,India,"0858 Kelly Mountains, Gonzalezmouth, DC 05254", ,971016588,TAX-3160-49,Unknown,Yes,HS,13419.4,1946.0
CIT_3161,Paul Jimenez,1983-12-19,America,"93813 Terry Trace Apt. 712, Brandonborough, OK 93517",Registered,B70669142,TAX-3161-52,Married,Pending,Doctorate,33759.42,
CIT_3162,Melissa Pena,1986-09-26,IND,"9724 Ellen Light Suite 074, South Lori, NH 27423",Registered,617536494,TAX_3162_95,Unknown,None,PhD,58785.66,
CIT_3163,Diana Fernandez,1981-12-10,US,"51453 Reyes Village Suite 573, Glennview, RI 31821",N,G34630216,TAX-3163-81,Married,Yes,Doctorate,107683.93,
CIT_3164,Dustin Le,1966-06-28,USA,"USNS Harris; FPO AE 12279,",Registered,I07399139,,Divorced,No,Doctorate,108947.99,
CIT_3165,Gregory Reynolds,1944-02-02,France,"98797 Derek Island, Jenkinsmouth, GU 45889",No,373766804,TAX-3165-39,Married,None,PhD,121935.23,
CIT_3166,JENNIFER YOUNG,1987-11-26,IND,"14858 Kyle Locks Apt. 255, Phillipsberg, VI 91339",Y,T74689706,TAX-3166-80,Widowed,Pending,Masters,17046.92,1996.0
CIT_3167,Kyle Holt,1963-12-02,FRANCE,"7181 Gilbert Throughway Apt. 022, Ryanville, IA 56293",Yes,INVALID_way,TAX_3167_33,S, ,Bachelors,118012.22,
CIT_3168,SCOTT AUSTIN,1988-03-31,US,"48120 Morgan Tunnel, New Danielle, RI 20048", ,355420512,TAX_3168_55,Divorced, ,Doctorate,45271.98,
CIT_3169,RICHARD TYLER,1990-04-04,IND,"304 Roman Ranch Apt. 467, North Claudia, HI 13478",Yes,INVALID_senior,TAX-3169-44,Single,No,HS,-35440.0,
CIT_3170,Christian Reese,1994-06-17,FRANCE,"39698 Michael Stravenue, Melissaton, ID 56161",Yes,H55790709,TAX-3170-81,Widowed,Pending,Masters,141780.85,1986.0
CIT_3171,Jamie Duncan,1976-09-11,America,"99987 Rebecca Pike, Robertsshire, ND 57950", ,255192351,TAX-3171-00,Unknown, ,HS,17224.88,
CIT_3172,Aaron Gonzalez,1956-01-26,America,"331 Caitlin Shore, Lake Aliceport, HI 48035",Yes,926497702,TAX-3172-40,Divorced,None,HS,69465.24,
CIT_3173,MICHELLE MOORE,1999-03-30,America,"090 Jacqueline Shore Apt. 473, West Renee, HI 10127",Registered,INVALID_picture,TAX_3173_59,Married,No,HS,133012.95,
CIT_3174,CORY TURNER,1966-08-22,USA,"64255 Mark Ridges, East Kimberly, NH 43118",Registered,J39553578,TAX-3174-31,Married,Pending,Bachelors,38909.13,
CIT_3175,PHILLIP FOSTER,1983-02-20,India,"0754 Conley Turnpike Suite 242; Kathrynmouth; NH 37103,",Registered,974873123,TAX-3175-94,Single,None,Bachelors,144786.14,
CIT_3176,Kelly Patterson,1972-06-14,Bharat,"154 White Fords Apt. 043, Rodriguezchester, AL 09128", ,U73120482,,Married,Yes,High School,28948.88,
CIT_3177,ERIK MORA,1984-10-25,France,"37095 Smith Pines, South Michaelshire, VT 97584",Yes,608464722,TAX-3177-62,Married,Pending,PhD,11966.12,
CIT_3178,BRENDAN ALLEN,1995-05-22,France,"8256 Jennifer Harbors, Lake Jeffreymouth, AL 06748",Y,448964813,TAX-3178-61,Divorced,Pending,Bachelors,110863.37,
CIT_3179,Alexandra Gibson,1995-09-14,America,"PSC 4779, Box 4612, APO AA 60681",N,Q29085081,TAX-3179-37,Single,None,High School,115041.05,
CIT_3180,Dennis Cunningham II,1937-10-31,Bharat,"PSC 0751, Box 5555, APO AE 04630",Yes,F05793856,TAX_3180_26,Divorced,Pending,Bachelors,90509.66,
CIT_010,Ian Mason,1972-09-26,FR,"169 Mcintosh Green Apt. 901, East Michaelland, MO 00956",Registered,INVALID_type,TAX-3181-05,Married,Pending,HS,53223.42,
CIT_3182,JEFFERY GARRISON,1959-12-13,Bharat,"Unit 4327 Box 5371, DPO AE 95341",N,H96337033,TAX_3182_48,Divorced, ,High School,12936.24,1997.0
CIT_3183,Donald Morrison,1940-08-17,Bharat,"488 Jennifer Lodge Apt. 008, Emmaton, GA 28666", ,480636371,TAX-3183-47,Unknown,No,HS,146057.0,1963.0
CIT_3184,Jane Lopez,1961-02-21,USA,"991 Vargas Brook Apt. 575, Buckhaven, CO 58731",N,INVALID_me,TAX_3184_77,Unknown, ,PhD,108768.06,
CIT_3185,David Pierce,1955-13-32,IND,"7581 Howard Hollow Apt. 193, Thompsontown, MO 30753",Registered,813430798,TAX-3185-46,Single,Yes,PhD,125977.69,1968.0
CIT_3186,Lance Hunt,2006-01-18,IND,"600 Lisa Island Apt. 000, Port Abigailport, PR 88138", ,427734053,TAX-3186-23,Unknown,No,Masters,58569.35,1961.0
CIT_3187,Jacqueline Chung,1990-09-02,FRANCE,"8569 Jessica Springs; Lake Davidton; WY 50090,",Registered,T68511496,,Widowed,None,High School,116423.83,
CIT_087,Daniel Pena,1943-11-27,India,"USS Simpson; FPO AP 56609,",Y,INVALID_political,TAX_3188_88,Unknown,No,Doctorate,107049.87,
CIT_3189,Alicia Zimmerman,1982-02-19,US,"519 Kimberly View Apt. 536, Lake Jamesbury, CA 58225",Yes,INVALID_statement,TAX_3189_00,Divorced,None,High School,135100.25,
CIT_3190,George Wilson,1944-03-04,India,"Unit 9095 Box 2573; DPO AA 18018,",N,247782092,TAX-3190-55,Married, ,Masters,61306.67,1956.0
CIT_3191,Kelly Rodriguez,1948-08-25,Bharat,"225 Lewis Ville Apt. 346, Lopezborough, OK 14425",No,INVALID_protect,TAX-3191-98,Widowed, ,Doctorate,109549.46,1941.0
CIT_3192,Patricia Wright DDS,1965-06-27,US,"4708 Jasmine Parkways, Sonyachester, ME 81130",N,INVALID_several,TAX-3192-20,Widowed,No,Bachelors,98106.52,
CIT_3193,Christine Collins,2002-02-14,IND,"8571 Joe Branch Apt. 311, West Davidchester, IA 64642",Registered,466457094,TAX-3193-25,Single,No,High School,38649.8,
CIT_3194,Andrew Raymond,1935-05-09,France,"PSC 7858, Box 1765, APO AE 51787",Yes,032665284,TAX-3194-76,Unknown,No,Masters,54030.92,
CIT_3195,Sherri Stewart,1951-04-12,India,"0265 Christina Streetation; Cookberg; PW 21775,",Registered,INVALID_court,TAX_3195_38,S, ,PhD,114981.52,
CIT_3196,Joel Soto,1962-08-03,France,"736 Jonathan Shoals Apt. 411, Patriciaton, MD 68847", ,A82242190,TAX-3196-92,S,Yes,PhD,42861.15,
CIT_3197,Christopher Ortiz,2003-12-29,France,"10655 Brown Inlet Suite 533; Perezton; NY 06368,",No,Y97197018,TAX_3197_92,S,Pending,HS,115648.53,
CIT_3198,Kristy Grant,1960-11-24,USA,"0878 Kimberly Mountain, Bonillafurt, OH 85891",N,W93425047,TAX-3198-63,Unknown,No,Bachelors,34543.47,
CIT_3199,Troy Bird,1981-03-11,America,"2298 Espinoza Parks Apt. 518, Brownton, KS 09613", ,INVALID_thought,TAX_3199_74,Single,None,High School,42358.63,
