citizenid,name,birthdate,nationality,address,votingstatus,passportnumber,taxid,maritalstatus,criminalrecord,educationlevel,income,immigrationyear
CIT_3233,Kenneth Leon,1984-09-08,India,"30511 John Mountain Apt. 574, South David, AL 07215",Registered,F37719680,TAX-233-00,Single,None,Bachelors,89554.11,
CIT_3234,Carla Collins,1951-10-02,France,"1853 Rowe Roads, Laurastad, VI 33588",Registered,046157638,TAX-234-77,Single,None,PhD,135088.75,1961.0
CIT_3235,Valerie Hoffman,1990-12-11,United States,"4665 Joseph Port, Lake Ryan, MI 05262",Registered,O13246563,TAX-235-08,Divorced,None,Doctorate,121512.94,
CIT_3236,Robert Li,1953-01-28,United States,"1116 Willis Union, West Rhonda, AR 97103",Registered,C96857291,TAX-236-50,Married,None,High School,95927.95,
CIT_3237,Bryan Reese,1975-10-11,United States,"38189 Bolton Shoal, Tinamouth, NJ 01510,",Not Registered,I27137734,TAX-237-20,Single,None,Bachelors,116134.45,
CIT_3238,Carlos Mcintyre,1961-11-22,India,"PSC 7415, Box 2172, APO AE 96253,",Registered,655834743,TAX-238-03,Married,None,Bachelors,23696.06,
CIT_060,Anita Cortez,1990-06-10,United States,"7438 Cassandra Shoal, Garciafurt, TN 60581,",Not Registered,V25467654,TAX-239-48,UNKNOWN,Pending,Bachelors,105722.49,
CIT_3240,Michele Freeman,1968-10-03,France,"PSC 5425, Box 1051, APO AE 82424",Registered,UNKNOWN,TAX-240-70,UNKNOWN,None,High School,100812.87,1958.0
CIT_3241,Andrea Medina,2006-04-22,United States,"91468 Craig Haven, Jamesborough, ND 18534",Registered,124117450,TAX-241-58,UNKNOWN,None,Bachelors,10079.33,
CIT_3242,Jonathan Booker,2003-06-03,France,"Unit 1292 Box 8795, DPO AA 04612,",Registered,UNKNOWN,TAX-242-12,Widowed,None,High School,70144.78,
CIT_3243,Earl Oneal,1977-09-24,United States,"007 Lewis Causeway Suite 556, Howardton, MA 80895",Registered,UNKNOWN,TAX-243-01,Divorced,None,Doctorate,111213.19,
CIT_3244,Danielle Henson,1961-01-17,India,"78900 Kurt Run, Travismouth, NY 53147",Registered,047724191,TAX-244-18,Single,Pending,PhD,125452.36,
CIT_3245,Christina Franklin,1995-06-27,India,"882 Scott Mission Suite 179, Rhondastad, NM 59834,",Registered,858538964,TAX-245-27,UNKNOWN,Yes,Masters,29046.15,1990.0
CIT_3246,Ethan Johnson,1956-01-24,United States,"21343 Isaac Place Suite 106, New Timothy, ME 23096",Not Registered,413904146,TAX-246-30,Single,Pending,Doctorate,32116.05,
CIT_3247,Alison Jones,1987-07-28,United States,"6143 Timothy Harbor, Port Keith, IN 70538",Not Registered,552227712,TAX-247-90,Single,Pending,PhD,56585.92,
CIT_3248,Jacob Melton,1942-10-22,United States,"PSC 2298, Box 8134, APO AE 14355,",Registered,822606299,TAX-248-42,Widowed,None,Bachelors,105573.23,
CIT_3249,Cassandra Wells,2005-06-10,United States,"Unit 7918 Box 2629, DPO AE 10097,",Registered,K03886526,TAX-249-01,Single,Yes,High School,76141.9,
CIT_3250,Adam Evans,1970-02-18,India,"31836 Villegas Streets, East Eric, DC 50706",Registered,P51461827,TAX-250-36,Single,Yes,High School,100810.56,
CIT_3251,Michael Harris,1956-02-28,United States,"PSC 7826, Box 4230, APO AE 24260,",Registered,566637592,TAX-251-50,Single,None,Bachelors,94071.42,
CIT_3252,Patrick Floyd,1990-11-15,France,"69265 Booth Ford, Lake Joseph, DE 69991,",Registered,UNKNOWN,TAX-252-53,UNKNOWN,None,High School,92986.0,
CIT_3253,Daniel Morris,1969-06-23,United States,"851 Dave Oval Suite 892, Amandashire, NE 06850",Registered,C71874538,TAX-253-28,UNKNOWN,Yes,Bachelors,59742.2,
CIT_3254,Crystal Walker,1977-02-20,United States,"Unit 1036 Box 9175, DPO AP 26724",Registered,Q04568815,TAX-254-55,Widowed,None,High School,119139.44,
CIT_3255,Sean Dixon,1948-02-02,India,"Unit 0012 Box 9516, DPO AE 48449",Registered,UNKNOWN,TAX-255-73,Widowed,None,Bachelors,106592.28,1942.0
CIT_3256,David Harris,1983-01-01,India,"993 Kimberly Shores, West Valerie, ME 53154",Not Registered,UNKNOWN,TAX-256-32,Single,None,Bachelors,105903.97,
CIT_3257,Darlene Young,2001-12-14,India,"57040 Vargas Spurs, Port Amberhaven, MI 39766",Not Registered,U52046648,TAX-257-41,Married,None,High School,141009.11,
CIT_3258,Mitchell Edwards,1961-07-04,France,"92793 Sandra Mount, Davidberg, PR 04650",Registered,496568782,TAX-258-04,Single,Pending,Masters,94374.08,
CIT_3259,Abigail Norton,1963-12-22,United States,"423 Chambers Manors Apt. 484, Lorimouth, IN 32672,",Registered,293149972,TAX-259-29,UNKNOWN,None,High School,67205.59,
CIT_3260,Amy Davis Dvm,1961-06-24,India,"Unit 6148 Box 7735, DPO AE 66940,",Registered,W45539640,TAX-260-78,Single,None,Masters,113511.32,
CIT_3261,Samuel King,1943-11-22,France,"373 Daniel Village, Ronaldborough, PA 23923,",Registered,R70812388,TAX-261-37,Widowed,None,Masters,142045.99,1988.0
CIT_3262,Mark Curry,1982-03-01,France,"1869 Jeremy Square Apt. 938, Bensonhaven, UT 19146",Registered,945936296,TAX-262-96,Single,None,Bachelors,56633.42,
CIT_3263,Barbara Flowers,1973-06-30,France,"99521 Ashley Club, Smithberg, DC 67752",Not Registered,UNKNOWN,TAX-263-93,Widowed,None,PhD,111731.04,1967.0
CIT_3264,Brent Gomez,1949-01-01,India,"8413 Chloe Forks, Laurenfort, TX 05192,",Registered,C53429693,UNKNOWN,UNKNOWN,Yes,Bachelors,60834.14,1945.0
CIT_3265,Laura White,2001-05-28,India,"307 Timothy Station, Johnland, ID 02215",Registered,221408264,TAX-265-27,Widowed,Yes,High School,95453.56,1992.0
CIT_3266,Jessica Anderson,1974-07-16,United States,"2637 Ellis Viaduct Apt. 744, New Sara, FM 22728,",Registered,148564674,TAX-266-58,Widowed,None,High School,85659.59,
CIT_3267,Kevin White,1967-06-14,India,"Unit 3352 Box 6787, DPO AP 71959",Registered,B85513913,UNKNOWN,Widowed,None,Doctorate,62480.35,
CIT_3268,Michael Martinez,1996-09-04,France,"629 Smith Harbor, South Scottshire, UT 76930",Registered,T37693913,TAX-268-39,Married,None,Masters,78603.5,
CIT_3269,Jessica Phillips,1998-09-27,France,"793 William Coves, Lake Brandon, PR 31129,",Registered,UNKNOWN,TAX-269-91,Single,Yes,Doctorate,29935.25,
CIT_3270,Shaun Davila,1960-02-20,United States,"3989 Shepard Divide Suite 328, New Laura, MP 10648",Registered,527459735,TAX-270-62,Married,None,Doctorate,47411.17,
CIT_3271,Gina Cruz,1964-01-20,France,"82233 Marshall Station Suite 664, Mariahhaven, MO 36999",Registered,324507391,TAX-271-03,Single,Yes,Doctorate,88028.4,
CIT_3272,Amy Reilly,1992-12-21,France,"988 Riley Dale Apt. 727, Tylerbury, VT 18732,",Not Registered,290632384,TAX-272-39,Single,None,Masters,-67645.0,2005.0
CIT_3273,Katherine Dougherty,1980-05-16,United States,"29369 Charles Station Suite 017, Ebonystad, MP 66207",Not Registered,179609553,TAX-273-18,Single,None,PhD,95851.99,
CIT_3274,Kathleen Meyer,1949-11-13,India,"354 Allen Cove Apt. 215, Bryanthaven, NV 93677,",Registered,K58212952,UNKNOWN,Single,Pending,Bachelors,64542.4,
CIT_3275,Heather Ortiz,1962-12-01,United States,"362 Castaneda Spurs Apt. 345, New Daniel, CO 74220",Registered,175624834,TAX-275-63,Single,None,PhD,32153.33,
CIT_3276,Michael Baker,1993-08-28,France,"064 Megan Gardens Apt. 911, Aliciaborough, MD 99741",Not Registered,185343438,TAX-276-17,Single,None,Bachelors,109255.07,2019.0
CIT_3277,Michelle Thomas,1938-02-19,United States,"92139 Alvarado Coves Apt. 414, Thompsonberg, OR 35045,",Registered,S32277568,TAX-277-45,UNKNOWN,Yes,High School,130902.31,
CIT_3278,Emily Miller,1949-03-24,United States,"PSC 5146, Box 5031, APO AE 60296",Registered,798675698,TAX-278-25,Single,Pending,Bachelors,121945.34,
CIT_3279,Elizabeth Morris,1960-02-25,United States,"USNS Lopez, FPO AE 11224",Registered,UNKNOWN,TAX-279-10,UNKNOWN,None,PhD,95521.68,
CIT_3280,Daniel Williams,1952-02-05,India,"35394 Anderson Turnpike Suite 838, East Margaretview, TX 23856,",Registered,039300313,UNKNOWN,Single,None,Bachelors,97628.05,
CIT_3281,Madison Kennedy,2001-09-28,India,"552 Reed Path Suite 930, Chanhaven, TX 08282",Not Registered,447513940,TAX-281-81,Single,Pending,High School,100149.2,
CIT_3282,Jeffrey Cooper,1935-05-13,France,"648 Edward Landing Suite 757, Greentown, IL 26929",Registered,039593296,TAX-282-16,Divorced,Pending,Doctorate,123221.89,
CIT_3283,Sarah James,1983-10-21,United States,"4408 Nancy Cape Apt. 443, West Seanbury, IA 18809",Registered,B53958275,TAX-283-17,Single,Pending,Bachelors,44920.89,
CIT_009,Guy Spence,1981-01-25,United States,"49437 Hayden Green Apt. 577, East Sherryland, WI 36266,",Not Registered,233520499,TAX-284-55,Married,Yes,PhD,41919.71,
CIT_3285,Matthew Peterson,1998-03-29,India,"25323 Henry Locks, Gilbertside, MO 84435",Registered,O59121287,TAX-285-14,Single,None,Masters,22619.21,
CIT_3286,Latoya Allen,1971-01-01,United States,"1126 Green Prairie, Austinton, MI 11269",Not Registered,G97518903,TAX-286-40,Divorced,None,High School,146442.18,
CIT_3287,Christopher Cox,1944-09-18,India,"48184 Mckee Burgs, Edwardsport, PA 15946",Not Registered,400529644,TAX-287-42,Married,None,High School,-73725.0,1970.0
CIT_3288,Lisa Turner,1973-05-21,India,"9125 Curtis Valleys Suite 632, Lake Grace, NM 80704,",Not Registered,UNKNOWN,TAX-288-65,UNKNOWN,None,Masters,94778.31,1956.0
CIT_3289,James Watkins,1943-12-11,France,"24405 Rodney Shoals, Perkinsshire, NY 01825",Registered,L97104863,UNKNOWN,Single,None,Masters,112800.49,
CIT_3290,Kathryn Bell,1950-10-11,United States,"616 Brown Views Apt. 193, New Christopherview, AR 83943",Not Registered,K80380222,TAX-290-52,Widowed,Pending,High School,43755.39,
CIT_3291,Karen Fleming,2003-06-24,United States,"182 Amy Streetream Apt. 034, North Jamesmouth, WV 67915,",Not Registered,182244998,TAX-291-28,Divorced,None,High School,106513.53,
CIT_3292,Patrick Fitzpatrick,1946-02-19,United States,"459 Jackson Rapid, Mooreport, TX 22221",Registered,I11448175,TAX-292-77,Divorced,None,Doctorate,17873.76,
CIT_3293,Nancy Lawrence,1964-02-29,France,"213 Andrew Trafficway, South David, FM 62667",Registered,O53922853,TAX-293-80,Divorced,None,Bachelors,47487.36,
CIT_3294,Derek Navarro,1953-05-27,France,"PSC 7667, Box 2276, APO AP 39185",Registered,774005653,TAX-294-59,UNKNOWN,Yes,High School,97151.51,2001.0
CIT_3295,Michelle Dunlap,1951-05-21,France,"753 Mendez Wall Apt. 919, West Williamborough, MT 82327",Registered,320418634,TAX-295-25,Single,None,PhD,-40341.0,
CIT_3296,Catherine Garrett,1996-01-01,United States,"54189 Matthew Garden Suite 120, North Keithton, SC 54132,",Registered,805837731,TAX-296-79,Single,None,High School,106949.74,
CIT_3297,Jessica Johnson,1969-09-03,United States,"518 Elizabeth Squares Suite 086, North Meganville, IL 67617",Registered,475227663,UNKNOWN,Married,Yes,Masters,89720.29,
CIT_3298,Tonya Gardner,1995-01-28,France,"56365 Aaron Isle Suite 710, Dukefurt, NH 24402",Registered,L36076517,TAX-298-19,Single,Yes,Doctorate,127510.07,1970.0
CIT_3299,Albert Dean,1982-01-08,France,"75200 Allen Via Suite 995, North Jasonberg, IL 32503,",Registered,251633856,TAX-299-94,UNKNOWN,None,High School,13746.96,
CIT_3300,Nicholas Lopez,1938-09-05,France,"432 Aaron Keys Suite 645, Connietown, IA 49577",Registered,907469606,TAX-300-75,Single,None,PhD,47662.18,
CIT_3301,Abigail Kane,2004-08-22,United States,"98191 Martin Bypass Apt. 861, Fowlerborough, AL 61172",Not Registered,150542631,TAX-301-11,UNKNOWN,Yes,PhD,119879.2,
CIT_010,Amanda Hickman,1994-03-15,France,"88068 Ruiz Mission, Kennethfurt, MD 84423",Registered,414389174,TAX-302-05,Married,None,PhD,18674.73,2006.0
CIT_3303,Darlene Hamilton,1986-11-15,France,"2375 Payne Motorway Suite 990, North Randy, VT 35303",Registered,UNKNOWN,TAX-303-20,UNKNOWN,Pending,High School,78354.43,
CIT_3304,Tiffany Rosales,1961-05-22,France,"5317 Allen Falls, Kathleenstad, FL 57814",Registered,Y60103818,TAX-304-16,Single,None,High School,74793.43,2008.0
CIT_3305,Wesley Robinson,1958-03-13,United States,"3596 Alyssa Corners, South Ernestville, UT 14658",Registered,UNKNOWN,TAX-305-28,Single,None,Bachelors,135149.66,
CIT_3306,April Fuentes,1981-08-17,United States,"Unit 1372 Box 4745, DPO AE 12840",Registered,G95992888,TAX-306-34,Divorced,Yes,Masters,119644.27,
CIT_3307,Laura Paul,1981-05-19,France,"730 Leonard Center Apt. 546, Goodmanton, WI 94044",Not Registered,O70940334,TAX-307-58,Divorced,None,High School,123061.5,2020.0
CIT_3308,Larry Juarez,1957-02-17,United States,"92745 Lyons Highway Suite 873, Warrenfurt, FL 51687",Registered,441399203,TAX-308-34,UNKNOWN,Yes,Masters,30788.49,
CIT_003,Deborah Torres,1947-10-20,India,"58304 Holloway Island Suite 170, New Jesusshire, CO 74191,",Registered,UNKNOWN,UNKNOWN,Single,Yes,High School,68654.3,1964.0
CIT_3310,Kayla Lee,2004-09-15,India,"81809 Bowman Manor Suite 399, Riceville, OR 53879",Registered,763131336,TAX-310-65,Single,None,Masters,78364.59,
CIT_3311,Anthony Fisher,1980-11-18,France,"00122 Nguyen Trafficway Suite 006, Ericside, ND 05341",Registered,S42205613,TAX-311-98,Divorced,None,Doctorate,11116.82,1978.0
CIT_3312,Wesley Smith,2005-11-17,France,"72277 Michelle Ford Suite 498, Floresbury, WY 05674",Not Registered,UNKNOWN,TAX-312-62,Divorced,None,High School,26913.61,
CIT_3313,Riley Castillo,1948-11-11,United States,"Unit 2305 Box 7037, DPO AA 90126",Registered,A44422340,UNKNOWN,Divorced,None,High School,137739.11,
CIT_3314,Jasmine Gonzalez,1995-06-06,France,"93604 Brown Hills Apt. 406, South Claytonmouth, OH 67371,",Registered,739880582,TAX-314-75,Divorced,Pending,Bachelors,63940.53,1989.0
CIT_3315,Donna Soto,1943-01-12,United States,"56110 Martin Extensions Apt. 489, South Megan, DC 02842",Registered,V11684106,TAX-315-73,Married,None,Masters,113549.11,
CIT_3316,Laura Lewis,1998-07-02,United States,"94316 Adam Spring Apt. 184, New Jason, CO 31975",Registered,384191012,TAX-316-85,Widowed,Yes,PhD,110815.79,
CIT_071,Tyler Murray,1941-02-21,United States,"885 Scott Mission Suite 649, Arnoldtown, HI 66172",Registered,UNKNOWN,TAX-317-57,Widowed,None,Doctorate,43248.83,
CIT_3318,Vicki Williams,1993-10-11,France,"43292 Kelly Station Suite 653, Dalehaven, OK 76139",Registered,866364688,TAX-318-31,Single,None,Bachelors,146924.49,
CIT_3319,Daniel Cook,1962-03-23,India,"35168 Mark Locks Apt. 837, Edwardberg, NE 62786",Registered,723435761,TAX-319-58,Married,Yes,PhD,125871.31,
CIT_3320,Joseph Frost,1964-10-23,France,"94506 Mathews Landing, Lake Juliamouth, NH 39887",Registered,196552510,TAX-320-88,Divorced,None,Masters,119069.95,
CIT_062,Melissa Patterson,1971-05-21,United States,"7808 Jones Lights, Parkschester, NY 31884,",Registered,UNKNOWN,TAX-321-83,Single,Yes,Bachelors,128761.98,
CIT_3322,Michael King,1961-04-17,India,"PSC 0903, Box 0227, APO AE 58690",Not Registered,868923917,TAX-322-05,UNKNOWN,None,Masters,148487.63,
CIT_3323,Diana Lewis,2002-03-12,United States,"USCGC Howell, FPO AA 20267",Not Registered,233426474,TAX-323-71,Widowed,None,High School,112315.39,
CIT_3324,Danielle Kelly,1965-05-21,India,"33583 Benson Meadows, Port Madison, CO 53965",Registered,E22362535,TAX-324-23,Divorced,None,Bachelors,65926.78,2009.0
CIT_3325,Dr. Nathan Gill,1949-10-09,India,"90792 Brown Keys, East Wayneland, MS 70122,",Registered,366229498,TAX-325-93,Married,Yes,Doctorate,45946.24,1977.0
CIT_3326,Sherry Montgomery,1946-04-26,France,"299 Cole Highway Suite 412, Leahstad, KY 93109,",Registered,UNKNOWN,UNKNOWN,Widowed,None,High School,71429.05,
CIT_033,Christine Rodriguez,1966-02-22,India,"63963 Brian Valley, Wilsonberg, OK 03440",Registered,837416327,TAX-327-52,Widowed,None,High School,149385.61,
CIT_3328,Jasmine Estrada,1952-08-27,United States,"153 Bell Shore, Martinview, TN 66685",Not Registered,997655078,TAX-328-66,Single,None,Bachelors,81822.14,
CIT_3329,Christopher Herrera,1941-06-04,India,"0809 Smith Burgs, Kingfort, PR 73824",Not Registered,460743764,TAX-329-61,Widowed,None,High School,-79968.0,
CIT_3330,Shawn Woods,1989-02-09,India,"523 Kimberly Rest Suite 279, Gentryside, GU 60361",Not Registered,147087060,TAX-330-45,Widowed,None,High School,87196.22,
CIT_3331,Amy Gutierrez,1988-12-30,India,"25537 Johnathan Centers Apt. 245, Lake Andrea, IA 59025",Registered,140241108,TAX-331-93,Single,Pending,Doctorate,109548.49,
CIT_3332,Ronald Crawford,1954-02-18,India,"9988 Andrew Mountains Apt. 766, Alejandroside, CO 65103",Registered,Q45995650,TAX-332-58,Widowed,Pending,Doctorate,129418.56,
CIT_3333,Laura Allen,1979-04-26,France,"USNV Campbell, FPO AA 52439",Not Registered,UNKNOWN,TAX-333-08,Single,Pending,Doctorate,94669.7,
CIT_3334,Richard Stewart,2004-04-23,India,"USS Friedman, FPO AE 90305,",Registered,H01774274,TAX-334-20,Single,Yes,Bachelors,93512.4,
CIT_3335,Julia Sampson,2006-09-04,France,"68261 Jasmine Ramp, Matthewtown, VA 39332,",Not Registered,UNKNOWN,TAX-335-04,Single,None,Bachelors,117468.85,2014.0
CIT_3336,Alan Green,1938-04-10,United States,"Unit 5788 Box 7431, DPO AP 54018",Not Registered,P89724291,TAX-336-73,Single,Yes,PhD,77816.31,
CIT_3337,Amanda Williams,1966-01-01,India,"325 Daniel Highway, Scottmouth, AZ 51846",Registered,F92898387,TAX-337-72,Married,Pending,High School,124224.59,2022.0
CIT_3338,Melanie Gordon,1953-11-18,India,"98945 Sampson Gateway, Lisaside, SD 35268",Registered,Q82702581,TAX-338-56,Single,Pending,High School,19483.48,1944.0
CIT_3339,Sharon Doyle Md,1973-10-17,France,"353 Rachel Junctions Suite 557, Andrewview, IA 64164",Registered,817129619,TAX-339-25,Single,None,PhD,122735.42,
CIT_3340,Mark Moore,1966-11-09,United States,"Unit 7441 Box 9834, DPO AE 34337",Not Registered,UNKNOWN,UNKNOWN,Single,None,PhD,47396.48,
CIT_3341,Kelly Baker,1939-12-01,India,"41254 Heather Via, Bishopburgh, VT 50638",Registered,366055468,TAX-341-63,Single,None,High School,60973.7,
CIT_3342,Cassandra Fisher,1944-07-14,India,"8496 Allen Lodge, New Danielleland, AZ 00742",Not Registered,I45130190,TAX-342-48,UNKNOWN,Yes,Bachelors,75426.6,
CIT_3343,Brian Lindsey,1942-10-31,India,"35356 Russo Park Apt. 005, Heatherland, MT 48716,",Registered,UNKNOWN,TAX-343-43,Widowed,Pending,Doctorate,142747.82,1958.0
CIT_3344,Matthew Mccall,1991-06-12,United States,"5072 Short Pass Apt. 425, Kaylafort, VA 06818,",Registered,R45738363,TAX-344-35,Married,None,PhD,107415.16,
CIT_3345,Monica Maxwell,1960-02-08,United States,"Unit 4008 Box 3479, DPO AP 68080,",Not Registered,527911291,TAX-345-45,Divorced,Yes,High School,13906.44,
CIT_3346,Barbara Meyer,2003-12-29,France,"80605 Larson Crest, Kirkfurt, WY 23401",Registered,860488172,TAX-346-94,Widowed,None,Masters,48192.4,
CIT_3347,Sheila Hobbs,1982-09-01,United States,"533 Megan Causeway, Karenton, DC 90039",Not Registered,B45337524,TAX-347-97,Divorced,None,Masters,99660.85,
CIT_3348,Walter Bowers,1984-04-10,France,"837 Coleman Light, West Kristin, CA 63841",Registered,P98481067,TAX-348-36,Married,None,Doctorate,33745.72,
CIT_3349,Kevin Henry,1953-04-24,United States,"0241 Stephanie Landing, South Johnchester, TN 00874",Not Registered,B24392992,UNKNOWN,Single,Yes,Masters,42943.21,
CIT_3350,Tamara Hammond,1984-12-16,United States,"736 Michelle Lake, Port Micheal, PR 96569,",Registered,Z94317883,TAX-350-93,Married,None,Doctorate,66056.27,
CIT_3351,Mark Johnston,1960-08-17,France,"947 Charles Junction, Lake Grantton, ND 00905,",Registered,X04494666,TAX-351-40,Single,None,Bachelors,56658.47,
CIT_3352,Katie Johnson,1992-02-22,France,"68618 Beasley Forks Apt. 383, Fischerfurt, WA 07025,",Not Registered,399668977,TAX-352-39,Widowed,None,High School,23205.05,
CIT_3353,Donna Smith,1952-07-09,United States,"44984 Nguyen Turnpike, Cynthiastad, LA 63068",Registered,UNKNOWN,TAX-353-09,UNKNOWN,None,Bachelors,61748.93,
CIT_3354,Daniel Boone,1965-10-26,United States,"91343 Cole Island, Heatherside, NH 75141",Not Registered,L68017627,TAX-354-32,UNKNOWN,None,Bachelors,77627.11,
CIT_3355,Donna Turner,1935-07-03,United States,"7763 Hall Pike Apt. 194, Donaldsonfurt, RI 85796",Not Registered,C05732995,TAX-355-26,Single,Yes,PhD,84316.28,
CIT_3356,Bradley Wallace,2006-01-08,France,"9079 Megan Forges Suite 221, Port Amandaland, AK 10918",Not Registered,B10600462,TAX-356-83,Single,None,Bachelors,109089.58,
CIT_3357,Michelle Brooks,1965-12-24,India,"PSC 1753, Box 7596, APO AP 30111",Registered,D40934395,TAX-357-92,Widowed,Pending,Bachelors,19391.41,1950.0
CIT_3358,Laura Thomas,2000-06-28,United States,"06517 Price Route, South Ashleyside, NJ 15082",Registered,927973938,TAX-358-73,UNKNOWN,None,High School,140867.04,
CIT_3359,Scott Hart,1935-01-09,India,"1764 Nunez Rapids, Weaverview, OK 49951,",Not Registered,176890486,TAX-359-03,Single,None,Bachelors,102125.58,1927.0
CIT_3360,Tina Walker,2013-03-05,United States,"8262 Carlos Springs Apt. 002, Stephenshire, LA 54607",Not Registered,R33483331,TAX-360-28,Single,None,Doctorate,132428.95,
CIT_3361,Monica Lewis,1965-09-25,United States,"Unit 3413 Box 2721, DPO AP 92586",Not Registered,UNKNOWN,TAX-361-37,Single,None,High School,18256.53,
CIT_3362,Shelly Miller,1985-08-29,France,"3549 Matthew Alley, North Nathaniel, TX 46839",Registered,240425924,TAX-362-17,Widowed,None,High School,24015.0,1976.0
CIT_3363,Blake Hess,1965-05-01,France,"238 Deborah Loaf Apt. 773, Lake Samantha, MP 64285",Registered,F21370274,UNKNOWN,UNKNOWN,Pending,PhD,120314.85,
CIT_3364,Brittany Torres,1952-11-22,India,"PSC 9420, Box 5875, APO AA 52527",Not Registered,UNKNOWN,TAX-364-47,Widowed,None,Bachelors,77024.66,
CIT_3365,Daniel Turner,1979-12-25,India,"246 Cardenas Via, Bennettfurt, MI 79963,",Not Registered,UNKNOWN,TAX-365-54,Married,Yes,High School,46341.89,
CIT_3366,Becky White,1969-12-27,United States,"8743 Lawrence Springs, Ayalafurt, GA 26025",Registered,S16830256,TAX-366-89,Single,None,PhD,130842.96,
CIT_3367,Kayla Espinoza,1975-10-03,India,"088 Laura Village Suite 011, North Rickytown, NH 10911,",Registered,UNKNOWN,TAX-367-76,Widowed,None,High School,37956.76,2020.0
CIT_3368,Walter Miller,1975-04-26,United States,"4652 Levy Rapid, Wilsonmouth, VT 20883",Registered,094263242,TAX-368-09,Married,None,Masters,16289.05,
CIT_3369,Lisa Wood,2005-10-26,France,"5240 Velez View, Port Christina, NH 38951",Registered,737314841,TAX-369-38,Single,None,PhD,72194.45,
CIT_3370,Kimberly Edwards,1978-05-28,United States,"PSC 0564, Box 6654, APO AP 76614,",Not Registered,292285430,TAX-370-93,Single,Yes,Doctorate,106554.46,
CIT_3371,Deborah Rhodes,1944-10-02,United States,"9647 Michael Underpass Suite 543, Nicholaschester, WV 07022,",Registered,H18127467,TAX-371-22,Single,Pending,PhD,78619.35,
CIT_3372,Annette Thomas,1996-12-26,France,"USNV Wheeler, FPO AE 54831",Registered,UNKNOWN,TAX-372-56,Single,Yes,Bachelors,38097.54,1969.0
CIT_3373,Richard Boone,1999-05-16,India,"6472 Johnson Green Suite 915, West Joe, NV 19450",Registered,E75148246,TAX-373-30,Widowed,Yes,Bachelors,131188.47,
CIT_3374,Rachel Tucker,1983-04-02,United States,"40419 Harris Lodge Apt. 741, South Samanthamouth, TX 83351",Registered,092223970,TAX-374-85,Single,None,Bachelors,21961.2,
CIT_3375,Jane Hendrix,1956-03-12,India,"03770 Wiley Estate, Codyhaven, HI 58198,",Not Registered,O52675481,TAX-375-13,Divorced,Yes,High School,117381.67,2002.0
CIT_3376,Stephen Walker,1972-10-06,France,"9966 Johnson Cliffs, South Brooketown, PR 87189",Registered,X14330801,TAX-376-50,UNKNOWN,None,Doctorate,67334.31,1967.0
CIT_3377,Traci Palmer,1997-12-31,France,"17482 Jennifer Extension, Port Josestad, LA 24283",Registered,792206118,TAX-377-00,Divorced,Pending,Bachelors,103138.23,2018.0
CIT_3378,Hector Whitehead,1988-09-05,United States,"283 David Row Suite 503, New Bradleyview, NH 30060",Registered,UNKNOWN,TAX-378-15,Divorced,None,Bachelors,68224.83,
CIT_3379,Reginald Perez,1953-03-08,France,"27034 Smith Course, Kelseyfort, VT 29577",Registered,UNKNOWN,TAX-379-89,UNKNOWN,Pending,Doctorate,70509.16,1967.0
CIT_3380,Seth Larson,1958-04-18,United States,"413 Jason Plains, New Alexis, SC 20791",Registered,UNKNOWN,TAX-380-21,UNKNOWN,Yes,Bachelors,51327.59,
CIT_3381,Jennifer Torres,1977-10-25,India,"1022 Hernandez Expressway Suite 931, Wilsonborough, OH 88911,",Registered,T58128777,UNKNOWN,Single,None,Doctorate,31382.98,
CIT_3382,Laura Obrien,1950-08-31,India,"9162 David Spring Suite 273, Williamsberg, MD 71107",Registered,641758216,TAX-382-09,Single,Pending,High School,112208.56,1986.0
CIT_3383,Nancy Stone,1953-05-09,India,"1637 David Square Suite 487, Littleland, RI 64074",Registered,K32235996,TAX-383-01,Divorced,None,Masters,146650.89,
CIT_3384,Cody Burnett,1986-12-12,France,"8682 Maria Wells Apt. 918, Dawnview, MA 63212",Registered,UNKNOWN,TAX-384-84,Divorced,Yes,High School,102236.94,
CIT_3385,Terri Crosby,1995-01-13,India,"5722 Jones Ford Suite 425, West Robertfurt, KY 74480",Registered,W53682632,TAX-385-93,Single,Yes,PhD,95480.15,2003.0
CIT_3386,Carol Barker,1958-01-19,France,"01002 Coffey Square, Kruegerport, SD 68557",Registered,UNKNOWN,UNKNOWN,Married,None,Bachelors,15396.13,
CIT_3387,Jesse Lopez,1995-03-23,France,"226 Gary Mews, Chaseberg, KS 47269,",Registered,H61220183,TAX-387-19,Single,Yes,Masters,79971.65,
CIT_3388,Michele Norris,1939-01-04,United States,"54798 Rodriguez Via Apt. 012, North Michael, AL 92014,",Registered,Y38438483,TAX-388-28,Single,None,High School,29382.96,
CIT_3389,Amanda Morales,1991-06-19,France,"900 Sheena Mountain Apt. 603, Malonetown, OR 33928",Registered,187507082,TAX-389-68,Single,None,High School,136942.83,1988.0
CIT_3390,Tyler Campos,1979-07-24,France,"583 Kimberly Cape Suite 386, East Jesse, MA 69467",Registered,Q07168732,TAX-390-43,Widowed,None,Doctorate,118708.06,
